"","V1"
"UlyssesSGrant-2_35",11
"UlyssesSGrant-2_36",7
"UlyssesSGrant-2_37",13
"UlyssesSGrant-2_38",7
"UlyssesSGrant-2_39",3
"UlyssesSGrant-2_40",7
"UlyssesSGrant-2_41",7
"UlyssesSGrant-2_42",7
"UlyssesSGrant-2_43",7
"UlyssesSGrant-2_44",5
"UlyssesSGrant-2_45",4
"UlyssesSGrant-2_46",5
"UlyssesSGrant-2_47",4
"UlyssesSGrant-2_48",8
"UlyssesSGrant-2_49",8
"RutherfordBHayes-1_2",5
"RutherfordBHayes-1_3",7
"RutherfordBHayes-1_4",7
"RutherfordBHayes-1_5",7
"RutherfordBHayes-1_6",7
"RutherfordBHayes-1_7",8
"RutherfordBHayes-1_8",8
"RutherfordBHayes-1_9",4
"RutherfordBHayes-1_10",1
"RutherfordBHayes-1_11",10
"RutherfordBHayes-1_12",10
"RutherfordBHayes-1_13",10
"RutherfordBHayes-1_14",10
"RutherfordBHayes-1_15",7
"RutherfordBHayes-1_16",8
"RutherfordBHayes-1_17",8
"RutherfordBHayes-1_18",6
"RutherfordBHayes-1_19",4
"RutherfordBHayes-1_20",4
"RutherfordBHayes-1_21",10
"RutherfordBHayes-1_22",10
"RutherfordBHayes-1_23",15
"RutherfordBHayes-1_24",8
"RutherfordBHayes-1_25",12
"RutherfordBHayes-1_26",8
"RutherfordBHayes-1_27",12
"RutherfordBHayes-1_28",12
"RutherfordBHayes-1_29",12
"RutherfordBHayes-1_30",12
"RutherfordBHayes-1_31",8
"RutherfordBHayes-1_32",8
"RutherfordBHayes-1_33",7
"RutherfordBHayes-1_34",5
"RutherfordBHayes-1_35",5
"RutherfordBHayes-1_36",5
"RutherfordBHayes-1_37",5
"RutherfordBHayes-1_38",7
"RutherfordBHayes-1_39",8
"RutherfordBHayes-1_40",8
"RutherfordBHayes-1_41",7
"RutherfordBHayes-1_42",7
"RutherfordBHayes-1_43",5
"RutherfordBHayes-1_44",7
"RutherfordBHayes-1_45",13
"RutherfordBHayes-1_46",13
"RutherfordBHayes-1_47",1
"RutherfordBHayes-1_48",1
"RutherfordBHayes-1_49",1
"RutherfordBHayes-1_50",15
"RutherfordBHayes-1_51",15
"RutherfordBHayes-1_52",15
"RutherfordBHayes-1_53",4
"RutherfordBHayes-1_54",4
"RutherfordBHayes-1_55",7
"RutherfordBHayes-1_56",7
"RutherfordBHayes-1_57",8
"RutherfordBHayes-1_58",8
"RutherfordBHayes-1_59",8
"RutherfordBHayes-1_60",7
"RutherfordBHayes-1_61",7
"RutherfordBHayes-1_62",7
"RutherfordBHayes-1_63",7
"RutherfordBHayes-1_64",8
"RutherfordBHayes-1_65",15
"RutherfordBHayes-1_66",15
"JamesGarfield-1_2",13
"JamesGarfield-1_3",13
"JamesGarfield-1_4",13
"JamesGarfield-1_5",13
"JamesGarfield-1_6",13
"JamesGarfield-1_7",13
"JamesGarfield-1_8",6
"JamesGarfield-1_9",6
"JamesGarfield-1_10",6
"JamesGarfield-1_11",6
"JamesGarfield-1_12",6
"JamesGarfield-1_13",11
"JamesGarfield-1_14",11
"JamesGarfield-1_15",11
"JamesGarfield-1_16",7
"JamesGarfield-1_17",13
"JamesGarfield-1_18",7
"JamesGarfield-1_19",2
"JamesGarfield-1_20",7
"JamesGarfield-1_21",7
"JamesGarfield-1_22",10
"JamesGarfield-1_23",7
"JamesGarfield-1_24",8
"JamesGarfield-1_25",7
"JamesGarfield-1_26",8
"JamesGarfield-1_27",6
"JamesGarfield-1_28",15
"JamesGarfield-1_29",8
"JamesGarfield-1_30",8
"JamesGarfield-1_31",8
"JamesGarfield-1_32",11
"JamesGarfield-1_33",4
"JamesGarfield-1_34",8
"JamesGarfield-1_35",8
"JamesGarfield-1_36",4
"JamesGarfield-1_37",2
"JamesGarfield-1_38",4
"JamesGarfield-1_39",12
"JamesGarfield-1_40",12
"JamesGarfield-1_41",12
"JamesGarfield-1_42",1
"JamesGarfield-1_43",8
"JamesGarfield-1_44",8
"JamesGarfield-1_45",8
"JamesGarfield-1_46",8
"JamesGarfield-1_47",8
"JamesGarfield-1_48",8
"JamesGarfield-1_49",8
"JamesGarfield-1_50",8
"JamesGarfield-1_51",3
"JamesGarfield-1_52",3
"JamesGarfield-1_53",10
"JamesGarfield-1_54",8
"JamesGarfield-1_55",8
"JamesGarfield-1_56",8
"JamesGarfield-1_57",8
"JamesGarfield-1_58",8
"JamesGarfield-1_59",8
"JamesGarfield-1_60",8
"JamesGarfield-1_61",8
"JamesGarfield-1_62",8
"JamesGarfield-1_63",8
"JamesGarfield-1_64",8
"JamesGarfield-1_65",8
"JamesGarfield-1_66",8
"JamesGarfield-1_67",12
"JamesGarfield-1_68",5
"JamesGarfield-1_69",2
"JamesGarfield-1_70",14
"JamesGarfield-1_71",3
"JamesGarfield-1_72",8
"JamesGarfield-1_73",6
"JamesGarfield-1_74",9
"JamesGarfield-1_75",9
"JamesGarfield-1_76",2
"JamesGarfield-1_77",1
"JamesGarfield-1_78",1
"JamesGarfield-1_79",1
"JamesGarfield-1_80",1
"JamesGarfield-1_81",1
"JamesGarfield-1_82",1
"JamesGarfield-1_83",1
"JamesGarfield-1_84",1
"JamesGarfield-1_85",1
"JamesGarfield-1_86",1
"JamesGarfield-1_87",1
"JamesGarfield-1_88",1
"JamesGarfield-1_89",1
"JamesGarfield-1_90",1
"JamesGarfield-1_91",7
"JamesGarfield-1_92",12
"JamesGarfield-1_93",12
"JamesGarfield-1_94",12
"JamesGarfield-1_95",12
"JamesGarfield-1_96",12
"JamesGarfield-1_97",11
"JamesGarfield-1_98",11
"JamesGarfield-1_99",11
"JamesGarfield-1_100",7
"JamesGarfield-1_101",15
"JamesGarfield-1_102",10
"JamesGarfield-1_103",10
"JamesGarfield-1_104",10
"JamesGarfield-1_105",7
"JamesGarfield-1_106",7
"JamesGarfield-1_107",7
"JamesGarfield-1_108",7
"JamesGarfield-1_109",7
"JamesGarfield-1_110",7
"JamesGarfield-1_111",5
"JamesGarfield-1_112",10
"JamesGarfield-1_113",10
"JamesGarfield-1_114",5
"JamesGarfield-1_115",5
"JamesGarfield-1_116",5
"GroverCleveland-I-1_2",5
"GroverCleveland-I-1_3",5
"GroverCleveland-I-1_4",5
"GroverCleveland-I-1_5",3
"GroverCleveland-I-1_6",5
"GroverCleveland-I-1_7",10
"GroverCleveland-I-1_8",4
"GroverCleveland-I-1_9",10
"GroverCleveland-I-1_10",8
"GroverCleveland-I-1_11",8
"GroverCleveland-I-1_12",5
"GroverCleveland-I-1_13",4
"GroverCleveland-I-1_14",15
"GroverCleveland-I-1_15",3
"GroverCleveland-I-1_16",3
"GroverCleveland-I-1_17",10
"GroverCleveland-I-1_18",10
"GroverCleveland-I-1_19",10
"GroverCleveland-I-1_20",5
"GroverCleveland-I-1_21",7
"GroverCleveland-I-1_22",5
"GroverCleveland-I-1_23",10
"GroverCleveland-I-1_24",5
"GroverCleveland-I-1_25",4
"GroverCleveland-I-1_26",5
"GroverCleveland-I-1_27",1
"GroverCleveland-I-1_28",1
"GroverCleveland-I-1_29",1
"GroverCleveland-I-1_30",15
"GroverCleveland-I-1_31",5
"GroverCleveland-I-1_32",15
"GroverCleveland-I-1_33",15
"GroverCleveland-I-1_34",15
"GroverCleveland-I-1_35",15
"GroverCleveland-I-1_36",1
"GroverCleveland-I-1_37",1
"GroverCleveland-I-1_38",1
"GroverCleveland-I-1_39",8
"GroverCleveland-I-1_40",5
"GroverCleveland-I-1_41",5
"GroverCleveland-I-1_42",5
"GroverCleveland-I-1_43",8
"GroverCleveland-I-1_44",8
"GroverCleveland-I-1_45",8
"GroverCleveland-I-1_46",7
"GroverCleveland-I-1_47",5
"GroverCleveland-I-1_48",5
"GroverCleveland-I-1_49",5
"BenjaminHarrison-1_2",5
"BenjaminHarrison-1_3",5
"BenjaminHarrison-1_4",5
"BenjaminHarrison-1_5",5
"BenjaminHarrison-1_6",5
"BenjaminHarrison-1_7",5
"BenjaminHarrison-1_8",5
"BenjaminHarrison-1_9",5
"BenjaminHarrison-1_10",13
"BenjaminHarrison-1_11",13
"BenjaminHarrison-1_12",13
"BenjaminHarrison-1_13",11
"BenjaminHarrison-1_14",11
"BenjaminHarrison-1_15",11
"BenjaminHarrison-1_16",11
"BenjaminHarrison-1_17",11
"BenjaminHarrison-1_18",12
"BenjaminHarrison-1_19",12
"BenjaminHarrison-1_20",12
"BenjaminHarrison-1_21",12
"BenjaminHarrison-1_22",11
"BenjaminHarrison-1_23",11
"BenjaminHarrison-1_24",4
"BenjaminHarrison-1_25",12
"BenjaminHarrison-1_26",4
"BenjaminHarrison-1_27",4
"BenjaminHarrison-1_28",14
"BenjaminHarrison-1_29",1
"BenjaminHarrison-1_30",1
"BenjaminHarrison-1_31",12
"BenjaminHarrison-1_32",12
"BenjaminHarrison-1_33",12
"BenjaminHarrison-1_34",12
"BenjaminHarrison-1_35",12
"BenjaminHarrison-1_36",12
"BenjaminHarrison-1_37",12
"BenjaminHarrison-1_38",12
"BenjaminHarrison-1_39",12
"BenjaminHarrison-1_40",8
"BenjaminHarrison-1_41",8
"BenjaminHarrison-1_42",8
"BenjaminHarrison-1_43",11
"BenjaminHarrison-1_44",11
"BenjaminHarrison-1_45",14
"BenjaminHarrison-1_46",12
"BenjaminHarrison-1_47",6
"BenjaminHarrison-1_48",6
"BenjaminHarrison-1_49",8
"BenjaminHarrison-1_50",12
"BenjaminHarrison-1_51",12
"BenjaminHarrison-1_52",12
"BenjaminHarrison-1_53",12
"BenjaminHarrison-1_54",12
"BenjaminHarrison-1_55",12
"BenjaminHarrison-1_56",12
"BenjaminHarrison-1_57",12
"BenjaminHarrison-1_58",12
"BenjaminHarrison-1_59",1
"BenjaminHarrison-1_60",7
"BenjaminHarrison-1_61",7
"BenjaminHarrison-1_62",7
"BenjaminHarrison-1_63",7
"BenjaminHarrison-1_64",7
"BenjaminHarrison-1_65",7
"BenjaminHarrison-1_66",7
"BenjaminHarrison-1_67",7
"BenjaminHarrison-1_68",8
"BenjaminHarrison-1_69",8
"BenjaminHarrison-1_70",7
"BenjaminHarrison-1_71",12
"BenjaminHarrison-1_72",12
"BenjaminHarrison-1_73",8
"BenjaminHarrison-1_74",8
"BenjaminHarrison-1_75",8
"BenjaminHarrison-1_76",7
"BenjaminHarrison-1_77",8
"BenjaminHarrison-1_78",8
"BenjaminHarrison-1_79",8
"BenjaminHarrison-1_80",8
"BenjaminHarrison-1_81",1
"BenjaminHarrison-1_82",6
"BenjaminHarrison-1_83",15
"BenjaminHarrison-1_84",15
"BenjaminHarrison-1_85",15
"BenjaminHarrison-1_86",15
"BenjaminHarrison-1_87",15
"BenjaminHarrison-1_88",10
"BenjaminHarrison-1_89",15
"BenjaminHarrison-1_90",5
"BenjaminHarrison-1_91",8
"BenjaminHarrison-1_92",8
"BenjaminHarrison-1_93",8
"BenjaminHarrison-1_94",15
"BenjaminHarrison-1_95",15
"BenjaminHarrison-1_96",15
"BenjaminHarrison-1_97",15
"BenjaminHarrison-1_98",15
"BenjaminHarrison-1_99",7
"BenjaminHarrison-1_100",5
"BenjaminHarrison-1_101",5
"BenjaminHarrison-1_102",5
"BenjaminHarrison-1_103",5
"BenjaminHarrison-1_104",5
"BenjaminHarrison-1_105",5
"BenjaminHarrison-1_106",5
"BenjaminHarrison-1_107",7
"BenjaminHarrison-1_108",5
"BenjaminHarrison-1_109",5
"BenjaminHarrison-1_110",5
"BenjaminHarrison-1_111",5
"BenjaminHarrison-1_112",5
"BenjaminHarrison-1_113",5
"BenjaminHarrison-1_114",5
"BenjaminHarrison-1_115",5
"BenjaminHarrison-1_116",1
"BenjaminHarrison-1_117",1
"BenjaminHarrison-1_118",1
"BenjaminHarrison-1_119",1
"BenjaminHarrison-1_120",1
"BenjaminHarrison-1_121",1
"BenjaminHarrison-1_122",1
"BenjaminHarrison-1_123",1
"BenjaminHarrison-1_124",1
"BenjaminHarrison-1_125",11
"BenjaminHarrison-1_126",11
"BenjaminHarrison-1_127",11
"BenjaminHarrison-1_128",10
"BenjaminHarrison-1_129",12
"BenjaminHarrison-1_130",12
"BenjaminHarrison-1_131",12
"BenjaminHarrison-1_132",1
"BenjaminHarrison-1_133",3
"BenjaminHarrison-1_134",7
"BenjaminHarrison-1_135",11
"BenjaminHarrison-1_136",11
"BenjaminHarrison-1_137",7
"BenjaminHarrison-1_138",7
"BenjaminHarrison-1_139",7
"BenjaminHarrison-1_140",7
"BenjaminHarrison-1_141",7
"BenjaminHarrison-1_142",7
"BenjaminHarrison-1_143",7
"BenjaminHarrison-1_144",7
"BenjaminHarrison-1_145",7
"BenjaminHarrison-1_146",7
"BenjaminHarrison-1_147",7
"BenjaminHarrison-1_148",8
"BenjaminHarrison-1_149",9
"BenjaminHarrison-1_150",9
"BenjaminHarrison-1_151",15
"BenjaminHarrison-1_152",7
"BenjaminHarrison-1_153",7
"BenjaminHarrison-1_154",6
"BenjaminHarrison-1_155",6
"BenjaminHarrison-1_156",2
"BenjaminHarrison-1_157",2
"BenjaminHarrison-1_158",2
"BenjaminHarrison-1_159",15
"BenjaminHarrison-1_160",12
"BenjaminHarrison-1_161",3
"BenjaminHarrison-1_162",12
"GroverCleveland-II-2_2",5
"GroverCleveland-II-2_3",5
"GroverCleveland-II-2_4",2
"GroverCleveland-II-2_5",2
"GroverCleveland-II-2_6",2
"GroverCleveland-II-2_7",2
"GroverCleveland-II-2_8",12
"GroverCleveland-II-2_9",15
"GroverCleveland-II-2_10",7
"GroverCleveland-II-2_11",7
"GroverCleveland-II-2_12",8
"GroverCleveland-II-2_13",10
"GroverCleveland-II-2_14",7
"GroverCleveland-II-2_15",10
"GroverCleveland-II-2_16",5
"GroverCleveland-II-2_17",4
"GroverCleveland-II-2_18",4
"GroverCleveland-II-2_19",4
"GroverCleveland-II-2_20",4
"GroverCleveland-II-2_21",12
"GroverCleveland-II-2_22",5
"GroverCleveland-II-2_23",1
"GroverCleveland-II-2_24",1
"GroverCleveland-II-2_25",1
"GroverCleveland-II-2_26",1
"GroverCleveland-II-2_27",1
"GroverCleveland-II-2_28",1
"GroverCleveland-II-2_29",5
"GroverCleveland-II-2_30",8
"GroverCleveland-II-2_31",12
"GroverCleveland-II-2_32",12
"GroverCleveland-II-2_33",12
"GroverCleveland-II-2_34",1
"GroverCleveland-II-2_35",10
"GroverCleveland-II-2_36",10
"GroverCleveland-II-2_37",8
"GroverCleveland-II-2_38",15
"GroverCleveland-II-2_39",15
"GroverCleveland-II-2_40",15
"GroverCleveland-II-2_41",7
"GroverCleveland-II-2_42",1
"GroverCleveland-II-2_43",5
"GroverCleveland-II-2_44",5
"GroverCleveland-II-2_45",5
"GroverCleveland-II-2_46",2
"GroverCleveland-II-2_47",1
"GroverCleveland-II-2_48",1
"GroverCleveland-II-2_49",1
"GroverCleveland-II-2_50",1
"GroverCleveland-II-2_51",5
"GroverCleveland-II-2_52",5
"GroverCleveland-II-2_53",2
"GroverCleveland-II-2_54",5
"GroverCleveland-II-2_55",5
"GroverCleveland-II-2_56",5
"GroverCleveland-II-2_57",5
"GroverCleveland-II-2_58",5
"GroverCleveland-II-2_59",5
"WilliamMcKinley-1_2",5
"WilliamMcKinley-1_3",12
"WilliamMcKinley-1_4",12
"WilliamMcKinley-1_5",3
"WilliamMcKinley-1_6",1
"WilliamMcKinley-1_7",1
"WilliamMcKinley-1_8",1
"WilliamMcKinley-1_9",1
"WilliamMcKinley-1_10",1
"WilliamMcKinley-1_11",1
"WilliamMcKinley-1_12",1
"WilliamMcKinley-1_13",7
"WilliamMcKinley-1_14",5
"WilliamMcKinley-1_15",5
"WilliamMcKinley-1_16",5
"WilliamMcKinley-1_17",8
"WilliamMcKinley-1_18",1
"WilliamMcKinley-1_19",1
"WilliamMcKinley-1_20",1
"WilliamMcKinley-1_21",1
"WilliamMcKinley-1_22",1
"WilliamMcKinley-1_23",1
"WilliamMcKinley-1_24",1
"WilliamMcKinley-1_25",1
"WilliamMcKinley-1_26",1
"WilliamMcKinley-1_27",1
"WilliamMcKinley-1_28",1
"WilliamMcKinley-1_29",1
"WilliamMcKinley-1_30",1
"WilliamMcKinley-1_31",1
"WilliamMcKinley-1_32",1
"WilliamMcKinley-1_33",1
"WilliamMcKinley-1_34",1
"WilliamMcKinley-1_35",1
"WilliamMcKinley-1_36",1
"WilliamMcKinley-1_37",1
"WilliamMcKinley-1_38",1
"WilliamMcKinley-1_39",1
"WilliamMcKinley-1_40",1
"WilliamMcKinley-1_41",1
"WilliamMcKinley-1_42",1
"WilliamMcKinley-1_43",1
"WilliamMcKinley-1_44",1
"WilliamMcKinley-1_45",1
"WilliamMcKinley-1_46",1
"WilliamMcKinley-1_47",7
"WilliamMcKinley-1_48",7
"WilliamMcKinley-1_49",1
"WilliamMcKinley-1_50",12
"WilliamMcKinley-1_51",12
"WilliamMcKinley-1_52",12
"WilliamMcKinley-1_53",12
"WilliamMcKinley-1_54",12
"WilliamMcKinley-1_55",12
"WilliamMcKinley-1_56",11
"WilliamMcKinley-1_57",1
"WilliamMcKinley-1_58",1
"WilliamMcKinley-1_59",12
"WilliamMcKinley-1_60",12
"WilliamMcKinley-1_61",4
"WilliamMcKinley-1_62",7
"WilliamMcKinley-1_63",4
"WilliamMcKinley-1_64",4
"WilliamMcKinley-1_65",4
"WilliamMcKinley-1_66",4
"WilliamMcKinley-1_67",6
"WilliamMcKinley-1_68",6
"WilliamMcKinley-1_69",6
"WilliamMcKinley-1_70",6
"WilliamMcKinley-1_71",10
"WilliamMcKinley-1_72",7
"WilliamMcKinley-1_73",7
"WilliamMcKinley-1_74",2
"WilliamMcKinley-1_75",7
"WilliamMcKinley-1_76",7
"WilliamMcKinley-1_77",7
"WilliamMcKinley-1_78",7
"WilliamMcKinley-1_79",7
"WilliamMcKinley-1_80",12
"WilliamMcKinley-1_81",7
"WilliamMcKinley-1_82",12
"WilliamMcKinley-1_83",8
"WilliamMcKinley-1_84",5
"WilliamMcKinley-1_85",5
"WilliamMcKinley-1_86",5
"WilliamMcKinley-1_87",5
"WilliamMcKinley-1_88",5
"WilliamMcKinley-1_89",5
"WilliamMcKinley-1_90",4
"WilliamMcKinley-1_91",12
"WilliamMcKinley-1_92",12
"WilliamMcKinley-1_93",12
"WilliamMcKinley-1_94",12
"WilliamMcKinley-1_95",12
"WilliamMcKinley-1_96",15
"WilliamMcKinley-1_97",15
"WilliamMcKinley-1_98",15
"WilliamMcKinley-1_99",2
"WilliamMcKinley-1_100",11
"WilliamMcKinley-1_101",11
"WilliamMcKinley-1_102",15
"WilliamMcKinley-1_103",15
"WilliamMcKinley-1_104",15
"WilliamMcKinley-1_105",7
"WilliamMcKinley-1_106",11
"WilliamMcKinley-1_107",15
"WilliamMcKinley-1_108",15
"WilliamMcKinley-1_109",15
"WilliamMcKinley-1_110",1
"WilliamMcKinley-1_111",1
"WilliamMcKinley-1_112",1
"WilliamMcKinley-1_113",1
"WilliamMcKinley-1_114",1
"WilliamMcKinley-1_115",1
"WilliamMcKinley-1_116",1
"WilliamMcKinley-1_117",3
"WilliamMcKinley-1_118",1
"WilliamMcKinley-1_119",1
"WilliamMcKinley-1_120",7
"WilliamMcKinley-1_121",7
"WilliamMcKinley-1_122",7
"WilliamMcKinley-1_123",7
"WilliamMcKinley-1_124",7
"WilliamMcKinley-1_125",7
"WilliamMcKinley-1_126",7
"WilliamMcKinley-1_127",7
"WilliamMcKinley-1_128",7
"WilliamMcKinley-1_129",2
"WilliamMcKinley-1_130",4
"WilliamMcKinley-1_131",8
"WilliamMcKinley-1_132",8
"WilliamMcKinley-1_133",2
"WilliamMcKinley-1_134",4
"WilliamMcKinley-1_135",2
"WilliamMcKinley-1_136",5
"WilliamMcKinley-1_137",5
"WilliamMcKinley-1_138",5
"WilliamMcKinley-1_139",5
"WilliamMcKinley-2_2",1
"WilliamMcKinley-2_3",1
"WilliamMcKinley-2_4",1
"WilliamMcKinley-2_5",1
"WilliamMcKinley-2_6",1
"WilliamMcKinley-2_7",12
"WilliamMcKinley-2_8",12
"WilliamMcKinley-2_9",12
"WilliamMcKinley-2_10",12
"WilliamMcKinley-2_11",15
"WilliamMcKinley-2_12",7
"WilliamMcKinley-2_13",7
"WilliamMcKinley-2_14",1
"WilliamMcKinley-2_15",1
"WilliamMcKinley-2_16",1
"WilliamMcKinley-2_17",13
"WilliamMcKinley-2_18",11
"WilliamMcKinley-2_19",11
"WilliamMcKinley-2_20",1
"WilliamMcKinley-2_21",1
"WilliamMcKinley-2_22",4
"WilliamMcKinley-2_23",5
"WilliamMcKinley-2_24",15
"WilliamMcKinley-2_25",5
"WilliamMcKinley-2_26",5
"WilliamMcKinley-2_27",5
"WilliamMcKinley-2_28",5
"WilliamMcKinley-2_29",5
"WilliamMcKinley-2_30",7
"WilliamMcKinley-2_31",12
"WilliamMcKinley-2_32",4
"WilliamMcKinley-2_33",2
"WilliamMcKinley-2_34",1
"WilliamMcKinley-2_35",2
"WilliamMcKinley-2_36",8
"WilliamMcKinley-2_37",8
"WilliamMcKinley-2_38",5
"WilliamMcKinley-2_39",8
"WilliamMcKinley-2_40",3
"WilliamMcKinley-2_41",4
"WilliamMcKinley-2_42",14
"WilliamMcKinley-2_43",8
"WilliamMcKinley-2_44",6
"WilliamMcKinley-2_45",6
"WilliamMcKinley-2_46",6
"WilliamMcKinley-2_47",6
"WilliamMcKinley-2_48",3
"WilliamMcKinley-2_49",3
"WilliamMcKinley-2_50",3
"WilliamMcKinley-2_51",9
"WilliamMcKinley-2_52",2
"WilliamMcKinley-2_53",2
"WilliamMcKinley-2_54",4
"WilliamMcKinley-2_55",14
"WilliamMcKinley-2_56",3
"WilliamMcKinley-2_57",3
"WilliamMcKinley-2_58",6
"WilliamMcKinley-2_59",6
"WilliamMcKinley-2_60",6
"WilliamMcKinley-2_61",15
"WilliamMcKinley-2_62",3
"WilliamMcKinley-2_63",6
"WilliamMcKinley-2_64",15
"WilliamMcKinley-2_65",6
"WilliamMcKinley-2_66",15
"WilliamMcKinley-2_67",15
"WilliamMcKinley-2_68",3
"WilliamMcKinley-2_69",13
"WilliamMcKinley-2_70",13
"WilliamMcKinley-2_71",15
"WilliamMcKinley-2_72",15
"WilliamMcKinley-2_73",15
"WilliamMcKinley-2_74",3
"WilliamMcKinley-2_75",11
"WilliamMcKinley-2_76",11
"WilliamMcKinley-2_77",11
"WilliamMcKinley-2_78",7
"WilliamMcKinley-2_79",10
"WilliamMcKinley-2_80",6
"WilliamMcKinley-2_81",6
"WilliamMcKinley-2_82",6
"WilliamMcKinley-2_83",11
"WilliamMcKinley-2_84",11
"WilliamMcKinley-2_85",11
"WilliamMcKinley-2_86",11
"WilliamMcKinley-2_87",11
"WilliamMcKinley-2_88",11
"WilliamMcKinley-2_89",11
"WilliamMcKinley-2_90",11
"WilliamMcKinley-2_91",11
"WilliamMcKinley-2_92",11
"WilliamMcKinley-2_93",11
"WilliamMcKinley-2_94",11
"WilliamMcKinley-2_95",11
"WilliamMcKinley-2_96",11
"WilliamMcKinley-2_97",6
"WilliamMcKinley-2_98",6
"WilliamMcKinley-2_99",3
"WilliamMcKinley-2_100",11
"WilliamMcKinley-2_101",3
"WilliamMcKinley-2_102",3
"TheodoreRoosevelt-1_2",6
"TheodoreRoosevelt-1_3",2
"TheodoreRoosevelt-1_4",2
"TheodoreRoosevelt-1_5",2
"TheodoreRoosevelt-1_6",3
"TheodoreRoosevelt-1_7",4
"TheodoreRoosevelt-1_8",2
"TheodoreRoosevelt-1_9",2
"TheodoreRoosevelt-1_10",2
"TheodoreRoosevelt-1_11",2
"TheodoreRoosevelt-1_12",5
"TheodoreRoosevelt-1_13",15
"TheodoreRoosevelt-1_14",3
"TheodoreRoosevelt-1_15",15
"TheodoreRoosevelt-1_16",3
"TheodoreRoosevelt-1_17",9
"TheodoreRoosevelt-1_18",15
"TheodoreRoosevelt-1_19",15
"TheodoreRoosevelt-1_20",2
"TheodoreRoosevelt-1_21",15
"TheodoreRoosevelt-1_22",9
"TheodoreRoosevelt-1_23",15
"TheodoreRoosevelt-1_24",12
"TheodoreRoosevelt-1_25",3
"TheodoreRoosevelt-1_26",6
"TheodoreRoosevelt-1_27",6
"TheodoreRoosevelt-1_28",6
"TheodoreRoosevelt-1_29",4
"TheodoreRoosevelt-1_30",12
"TheodoreRoosevelt-1_31",3
"TheodoreRoosevelt-1_32",6
"TheodoreRoosevelt-1_33",6
"TheodoreRoosevelt-1_34",6
"TheodoreRoosevelt-1_35",5
"TheodoreRoosevelt-1_36",2
"TheodoreRoosevelt-1_37",6
"TheodoreRoosevelt-1_38",14
"WilliamHowardTaft-1_2",5
"WilliamHowardTaft-1_3",5
"WilliamHowardTaft-1_4",7
"WilliamHowardTaft-1_5",7
"WilliamHowardTaft-1_6",7
"WilliamHowardTaft-1_7",7
"WilliamHowardTaft-1_8",7
"WilliamHowardTaft-1_9",7
"WilliamHowardTaft-1_10",7
"WilliamHowardTaft-1_11",7
"WilliamHowardTaft-1_12",7
"WilliamHowardTaft-1_13",7
"WilliamHowardTaft-1_14",12
"WilliamHowardTaft-1_15",12
"WilliamHowardTaft-1_16",7
"WilliamHowardTaft-1_17",7
"WilliamHowardTaft-1_18",7
"WilliamHowardTaft-1_19",7
"WilliamHowardTaft-1_20",1
"WilliamHowardTaft-1_21",7
"WilliamHowardTaft-1_22",1
"WilliamHowardTaft-1_23",1
"WilliamHowardTaft-1_24",7
"WilliamHowardTaft-1_25",7
"WilliamHowardTaft-1_26",1
"WilliamHowardTaft-1_27",1
"WilliamHowardTaft-1_28",1
"WilliamHowardTaft-1_29",1
"WilliamHowardTaft-1_30",1
"WilliamHowardTaft-1_31",1
"WilliamHowardTaft-1_32",1
"WilliamHowardTaft-1_33",1
"WilliamHowardTaft-1_34",1
"WilliamHowardTaft-1_35",12
"WilliamHowardTaft-1_36",12
"WilliamHowardTaft-1_37",12
"WilliamHowardTaft-1_38",12
"WilliamHowardTaft-1_39",12
"WilliamHowardTaft-1_40",15
"WilliamHowardTaft-1_41",11
"WilliamHowardTaft-1_42",11
"WilliamHowardTaft-1_43",11
"WilliamHowardTaft-1_44",11
"WilliamHowardTaft-1_45",11
"WilliamHowardTaft-1_46",11
"WilliamHowardTaft-1_47",11
"WilliamHowardTaft-1_48",11
"WilliamHowardTaft-1_49",11
"WilliamHowardTaft-1_50",15
"WilliamHowardTaft-1_51",15
"WilliamHowardTaft-1_52",15
"WilliamHowardTaft-1_53",15
"WilliamHowardTaft-1_54",15
"WilliamHowardTaft-1_55",15
"WilliamHowardTaft-1_56",15
"WilliamHowardTaft-1_57",11
"WilliamHowardTaft-1_58",11
"WilliamHowardTaft-1_59",11
"WilliamHowardTaft-1_60",11
"WilliamHowardTaft-1_61",15
"WilliamHowardTaft-1_62",8
"WilliamHowardTaft-1_63",8
"WilliamHowardTaft-1_64",15
"WilliamHowardTaft-1_65",15
"WilliamHowardTaft-1_66",10
"WilliamHowardTaft-1_67",7
"WilliamHowardTaft-1_68",7
"WilliamHowardTaft-1_69",10
"WilliamHowardTaft-1_70",10
"WilliamHowardTaft-1_71",7
"WilliamHowardTaft-1_72",7
"WilliamHowardTaft-1_73",1
"WilliamHowardTaft-1_74",1
"WilliamHowardTaft-1_75",1
"WilliamHowardTaft-1_76",1
"WilliamHowardTaft-1_77",1
"WilliamHowardTaft-1_78",1
"WilliamHowardTaft-1_79",12
"WilliamHowardTaft-1_80",12
"WilliamHowardTaft-1_81",12
"WilliamHowardTaft-1_82",12
"WilliamHowardTaft-1_83",12
"WilliamHowardTaft-1_84",12
"WilliamHowardTaft-1_85",12
"WilliamHowardTaft-1_86",12
"WilliamHowardTaft-1_87",12
"WilliamHowardTaft-1_88",11
"WilliamHowardTaft-1_89",11
"WilliamHowardTaft-1_90",11
