"","V1"
"UlyssesSGrant-2_35",2
"UlyssesSGrant-2_36",10
"UlyssesSGrant-2_37",10
"UlyssesSGrant-2_38",8
"UlyssesSGrant-2_39",9
"UlyssesSGrant-2_40",8
"UlyssesSGrant-2_41",8
"UlyssesSGrant-2_42",8
"UlyssesSGrant-2_43",8
"UlyssesSGrant-2_44",6
"UlyssesSGrant-2_45",1
"UlyssesSGrant-2_46",5
"UlyssesSGrant-2_47",5
"UlyssesSGrant-2_48",6
"UlyssesSGrant-2_49",1
"RutherfordBHayes-1_2",6
"RutherfordBHayes-1_3",1
"RutherfordBHayes-1_4",8
"RutherfordBHayes-1_5",8
"RutherfordBHayes-1_6",6
"RutherfordBHayes-1_7",3
"RutherfordBHayes-1_8",9
"RutherfordBHayes-1_9",9
"RutherfordBHayes-1_10",4
"RutherfordBHayes-1_11",3
"RutherfordBHayes-1_12",3
"RutherfordBHayes-1_13",3
"RutherfordBHayes-1_14",3
"RutherfordBHayes-1_15",8
"RutherfordBHayes-1_16",3
"RutherfordBHayes-1_17",8
"RutherfordBHayes-1_18",1
"RutherfordBHayes-1_19",3
"RutherfordBHayes-1_20",3
"RutherfordBHayes-1_21",3
"RutherfordBHayes-1_22",3
"RutherfordBHayes-1_23",3
"RutherfordBHayes-1_24",1
"RutherfordBHayes-1_25",1
"RutherfordBHayes-1_26",1
"RutherfordBHayes-1_27",4
"RutherfordBHayes-1_28",4
"RutherfordBHayes-1_29",4
"RutherfordBHayes-1_30",8
"RutherfordBHayes-1_31",8
"RutherfordBHayes-1_32",8
"RutherfordBHayes-1_33",8
"RutherfordBHayes-1_34",6
"RutherfordBHayes-1_35",6
"RutherfordBHayes-1_36",6
"RutherfordBHayes-1_37",6
"RutherfordBHayes-1_38",8
"RutherfordBHayes-1_39",8
"RutherfordBHayes-1_40",8
"RutherfordBHayes-1_41",8
"RutherfordBHayes-1_42",8
"RutherfordBHayes-1_43",3
"RutherfordBHayes-1_44",5
"RutherfordBHayes-1_45",5
"RutherfordBHayes-1_46",4
"RutherfordBHayes-1_47",1
"RutherfordBHayes-1_48",4
"RutherfordBHayes-1_49",4
"RutherfordBHayes-1_50",2
"RutherfordBHayes-1_51",2
"RutherfordBHayes-1_52",2
"RutherfordBHayes-1_53",1
"RutherfordBHayes-1_54",8
"RutherfordBHayes-1_55",8
"RutherfordBHayes-1_56",8
"RutherfordBHayes-1_57",8
"RutherfordBHayes-1_58",8
"RutherfordBHayes-1_59",8
"RutherfordBHayes-1_60",8
"RutherfordBHayes-1_61",8
"RutherfordBHayes-1_62",8
"RutherfordBHayes-1_63",8
"RutherfordBHayes-1_64",8
"RutherfordBHayes-1_65",8
"RutherfordBHayes-1_66",6
"JamesGarfield-1_2",5
"JamesGarfield-1_3",5
"JamesGarfield-1_4",5
"JamesGarfield-1_5",5
"JamesGarfield-1_6",5
"JamesGarfield-1_7",2
"JamesGarfield-1_8",10
"JamesGarfield-1_9",3
"JamesGarfield-1_10",10
"JamesGarfield-1_11",2
"JamesGarfield-1_12",10
"JamesGarfield-1_13",3
"JamesGarfield-1_14",3
"JamesGarfield-1_15",2
"JamesGarfield-1_16",5
"JamesGarfield-1_17",8
"JamesGarfield-1_18",8
"JamesGarfield-1_19",8
"JamesGarfield-1_20",8
"JamesGarfield-1_21",8
"JamesGarfield-1_22",8
"JamesGarfield-1_23",8
"JamesGarfield-1_24",3
"JamesGarfield-1_25",8
"JamesGarfield-1_26",1
"JamesGarfield-1_27",1
"JamesGarfield-1_28",2
"JamesGarfield-1_29",4
"JamesGarfield-1_30",4
"JamesGarfield-1_31",5
"JamesGarfield-1_32",9
"JamesGarfield-1_33",1
"JamesGarfield-1_34",1
"JamesGarfield-1_35",10
"JamesGarfield-1_36",8
"JamesGarfield-1_37",3
"JamesGarfield-1_38",10
"JamesGarfield-1_39",5
"JamesGarfield-1_40",5
"JamesGarfield-1_41",4
"JamesGarfield-1_42",8
"JamesGarfield-1_43",8
"JamesGarfield-1_44",8
"JamesGarfield-1_45",8
"JamesGarfield-1_46",8
"JamesGarfield-1_47",8
"JamesGarfield-1_48",8
"JamesGarfield-1_49",8
"JamesGarfield-1_50",8
"JamesGarfield-1_51",3
"JamesGarfield-1_52",5
"JamesGarfield-1_53",8
"JamesGarfield-1_54",8
"JamesGarfield-1_55",9
"JamesGarfield-1_56",9
"JamesGarfield-1_57",1
"JamesGarfield-1_58",9
"JamesGarfield-1_59",9
"JamesGarfield-1_60",9
"JamesGarfield-1_61",5
"JamesGarfield-1_62",8
"JamesGarfield-1_63",8
"JamesGarfield-1_64",8
"JamesGarfield-1_65",2
"JamesGarfield-1_66",6
"JamesGarfield-1_67",1
"JamesGarfield-1_68",6
"JamesGarfield-1_69",7
"JamesGarfield-1_70",5
"JamesGarfield-1_71",8
"JamesGarfield-1_72",5
"JamesGarfield-1_73",4
"JamesGarfield-1_74",10
"JamesGarfield-1_75",10
"JamesGarfield-1_76",7
"JamesGarfield-1_77",4
"JamesGarfield-1_78",4
"JamesGarfield-1_79",4
"JamesGarfield-1_80",4
"JamesGarfield-1_81",4
"JamesGarfield-1_82",4
"JamesGarfield-1_83",4
"JamesGarfield-1_84",4
"JamesGarfield-1_85",4
"JamesGarfield-1_86",4
"JamesGarfield-1_87",4
"JamesGarfield-1_88",4
"JamesGarfield-1_89",4
"JamesGarfield-1_90",4
"JamesGarfield-1_91",8
"JamesGarfield-1_92",4
"JamesGarfield-1_93",2
"JamesGarfield-1_94",4
"JamesGarfield-1_95",4
"JamesGarfield-1_96",4
"JamesGarfield-1_97",2
"JamesGarfield-1_98",2
"JamesGarfield-1_99",2
"JamesGarfield-1_100",2
"JamesGarfield-1_101",2
"JamesGarfield-1_102",2
"JamesGarfield-1_103",3
"JamesGarfield-1_104",3
"JamesGarfield-1_105",3
"JamesGarfield-1_106",3
"JamesGarfield-1_107",3
"JamesGarfield-1_108",3
"JamesGarfield-1_109",3
"JamesGarfield-1_110",6
"JamesGarfield-1_111",6
"JamesGarfield-1_112",3
"JamesGarfield-1_113",6
"JamesGarfield-1_114",6
"JamesGarfield-1_115",6
"JamesGarfield-1_116",6
"GroverCleveland-I-1_2",6
"GroverCleveland-I-1_3",6
"GroverCleveland-I-1_4",6
"GroverCleveland-I-1_5",9
"GroverCleveland-I-1_6",3
"GroverCleveland-I-1_7",3
"GroverCleveland-I-1_8",3
"GroverCleveland-I-1_9",3
"GroverCleveland-I-1_10",10
"GroverCleveland-I-1_11",1
"GroverCleveland-I-1_12",1
"GroverCleveland-I-1_13",1
"GroverCleveland-I-1_14",1
"GroverCleveland-I-1_15",1
"GroverCleveland-I-1_16",3
"GroverCleveland-I-1_17",6
"GroverCleveland-I-1_18",3
"GroverCleveland-I-1_19",6
"GroverCleveland-I-1_20",3
"GroverCleveland-I-1_21",4
"GroverCleveland-I-1_22",6
"GroverCleveland-I-1_23",3
"GroverCleveland-I-1_24",6
"GroverCleveland-I-1_25",6
"GroverCleveland-I-1_26",6
"GroverCleveland-I-1_27",6
"GroverCleveland-I-1_28",3
"GroverCleveland-I-1_29",6
"GroverCleveland-I-1_30",4
"GroverCleveland-I-1_31",10
"GroverCleveland-I-1_32",2
"GroverCleveland-I-1_33",2
"GroverCleveland-I-1_34",2
"GroverCleveland-I-1_35",2
"GroverCleveland-I-1_36",4
"GroverCleveland-I-1_37",4
"GroverCleveland-I-1_38",4
"GroverCleveland-I-1_39",4
"GroverCleveland-I-1_40",6
"GroverCleveland-I-1_41",3
"GroverCleveland-I-1_42",6
"GroverCleveland-I-1_43",6
"GroverCleveland-I-1_44",6
"GroverCleveland-I-1_45",3
"GroverCleveland-I-1_46",8
"GroverCleveland-I-1_47",6
"GroverCleveland-I-1_48",6
"GroverCleveland-I-1_49",6
"BenjaminHarrison-1_2",6
"BenjaminHarrison-1_3",6
"BenjaminHarrison-1_4",6
"BenjaminHarrison-1_5",6
"BenjaminHarrison-1_6",6
"BenjaminHarrison-1_7",6
"BenjaminHarrison-1_8",6
"BenjaminHarrison-1_9",6
"BenjaminHarrison-1_10",5
"BenjaminHarrison-1_11",5
"BenjaminHarrison-1_12",5
"BenjaminHarrison-1_13",5
"BenjaminHarrison-1_14",5
"BenjaminHarrison-1_15",2
"BenjaminHarrison-1_16",2
"BenjaminHarrison-1_17",2
"BenjaminHarrison-1_18",2
"BenjaminHarrison-1_19",2
"BenjaminHarrison-1_20",2
"BenjaminHarrison-1_21",1
"BenjaminHarrison-1_22",1
"BenjaminHarrison-1_23",1
"BenjaminHarrison-1_24",1
"BenjaminHarrison-1_25",1
"BenjaminHarrison-1_26",1
"BenjaminHarrison-1_27",1
"BenjaminHarrison-1_28",1
"BenjaminHarrison-1_29",4
"BenjaminHarrison-1_30",3
"BenjaminHarrison-1_31",4
"BenjaminHarrison-1_32",4
"BenjaminHarrison-1_33",4
"BenjaminHarrison-1_34",4
"BenjaminHarrison-1_35",4
"BenjaminHarrison-1_36",4
"BenjaminHarrison-1_37",4
"BenjaminHarrison-1_38",4
"BenjaminHarrison-1_39",4
"BenjaminHarrison-1_40",8
"BenjaminHarrison-1_41",8
"BenjaminHarrison-1_42",8
"BenjaminHarrison-1_43",8
"BenjaminHarrison-1_44",8
"BenjaminHarrison-1_45",7
"BenjaminHarrison-1_46",5
"BenjaminHarrison-1_47",10
"BenjaminHarrison-1_48",10
"BenjaminHarrison-1_49",10
"BenjaminHarrison-1_50",4
"BenjaminHarrison-1_51",4
"BenjaminHarrison-1_52",4
"BenjaminHarrison-1_53",4
"BenjaminHarrison-1_54",4
"BenjaminHarrison-1_55",4
"BenjaminHarrison-1_56",4
"BenjaminHarrison-1_57",4
"BenjaminHarrison-1_58",4
"BenjaminHarrison-1_59",8
"BenjaminHarrison-1_60",8
"BenjaminHarrison-1_61",8
"BenjaminHarrison-1_62",8
"BenjaminHarrison-1_63",8
"BenjaminHarrison-1_64",8
"BenjaminHarrison-1_65",9
"BenjaminHarrison-1_66",3
"BenjaminHarrison-1_67",3
"BenjaminHarrison-1_68",3
"BenjaminHarrison-1_69",4
"BenjaminHarrison-1_70",4
"BenjaminHarrison-1_71",4
"BenjaminHarrison-1_72",4
"BenjaminHarrison-1_73",4
"BenjaminHarrison-1_74",9
"BenjaminHarrison-1_75",8
"BenjaminHarrison-1_76",8
"BenjaminHarrison-1_77",9
"BenjaminHarrison-1_78",9
"BenjaminHarrison-1_79",9
"BenjaminHarrison-1_80",9
"BenjaminHarrison-1_81",1
"BenjaminHarrison-1_82",2
"BenjaminHarrison-1_83",2
"BenjaminHarrison-1_84",2
"BenjaminHarrison-1_85",2
"BenjaminHarrison-1_86",2
"BenjaminHarrison-1_87",6
"BenjaminHarrison-1_88",2
"BenjaminHarrison-1_89",6
"BenjaminHarrison-1_90",3
"BenjaminHarrison-1_91",1
"BenjaminHarrison-1_92",4
"BenjaminHarrison-1_93",4
"BenjaminHarrison-1_94",1
"BenjaminHarrison-1_95",1
"BenjaminHarrison-1_96",3
"BenjaminHarrison-1_97",2
"BenjaminHarrison-1_98",2
"BenjaminHarrison-1_99",6
"BenjaminHarrison-1_100",6
"BenjaminHarrison-1_101",6
"BenjaminHarrison-1_102",6
"BenjaminHarrison-1_103",6
"BenjaminHarrison-1_104",6
"BenjaminHarrison-1_105",6
"BenjaminHarrison-1_106",6
"BenjaminHarrison-1_107",8
"BenjaminHarrison-1_108",8
"BenjaminHarrison-1_109",6
"BenjaminHarrison-1_110",6
"BenjaminHarrison-1_111",6
"BenjaminHarrison-1_112",1
"BenjaminHarrison-1_113",6
"BenjaminHarrison-1_114",6
"BenjaminHarrison-1_115",6
"BenjaminHarrison-1_116",4
"BenjaminHarrison-1_117",4
"BenjaminHarrison-1_118",4
"BenjaminHarrison-1_119",4
"BenjaminHarrison-1_120",4
"BenjaminHarrison-1_121",4
"BenjaminHarrison-1_122",4
"BenjaminHarrison-1_123",4
"BenjaminHarrison-1_124",4
"BenjaminHarrison-1_125",2
"BenjaminHarrison-1_126",2
"BenjaminHarrison-1_127",2
"BenjaminHarrison-1_128",4
"BenjaminHarrison-1_129",4
"BenjaminHarrison-1_130",4
"BenjaminHarrison-1_131",4
"BenjaminHarrison-1_132",4
"BenjaminHarrison-1_133",2
"BenjaminHarrison-1_134",2
"BenjaminHarrison-1_135",8
"BenjaminHarrison-1_136",8
"BenjaminHarrison-1_137",8
"BenjaminHarrison-1_138",8
"BenjaminHarrison-1_139",8
"BenjaminHarrison-1_140",8
"BenjaminHarrison-1_141",8
"BenjaminHarrison-1_142",8
"BenjaminHarrison-1_143",8
"BenjaminHarrison-1_144",8
"BenjaminHarrison-1_145",8
"BenjaminHarrison-1_146",8
"BenjaminHarrison-1_147",8
"BenjaminHarrison-1_148",5
"BenjaminHarrison-1_149",5
"BenjaminHarrison-1_150",1
"BenjaminHarrison-1_151",8
"BenjaminHarrison-1_152",8
"BenjaminHarrison-1_153",8
"BenjaminHarrison-1_154",5
"BenjaminHarrison-1_155",6
"BenjaminHarrison-1_156",5
"BenjaminHarrison-1_157",9
"BenjaminHarrison-1_158",9
"BenjaminHarrison-1_159",9
"BenjaminHarrison-1_160",9
"BenjaminHarrison-1_161",2
"BenjaminHarrison-1_162",6
"GroverCleveland-II-2_2",6
"GroverCleveland-II-2_3",6
"GroverCleveland-II-2_4",9
"GroverCleveland-II-2_5",9
"GroverCleveland-II-2_6",9
"GroverCleveland-II-2_7",9
"GroverCleveland-II-2_8",4
"GroverCleveland-II-2_9",4
"GroverCleveland-II-2_10",8
"GroverCleveland-II-2_11",8
"GroverCleveland-II-2_12",3
"GroverCleveland-II-2_13",2
"GroverCleveland-II-2_14",2
"GroverCleveland-II-2_15",9
"GroverCleveland-II-2_16",1
"GroverCleveland-II-2_17",1
"GroverCleveland-II-2_18",1
"GroverCleveland-II-2_19",1
"GroverCleveland-II-2_20",9
"GroverCleveland-II-2_21",4
"GroverCleveland-II-2_22",6
"GroverCleveland-II-2_23",4
"GroverCleveland-II-2_24",4
"GroverCleveland-II-2_25",4
"GroverCleveland-II-2_26",4
"GroverCleveland-II-2_27",4
"GroverCleveland-II-2_28",4
"GroverCleveland-II-2_29",6
"GroverCleveland-II-2_30",4
"GroverCleveland-II-2_31",4
"GroverCleveland-II-2_32",4
"GroverCleveland-II-2_33",4
"GroverCleveland-II-2_34",3
"GroverCleveland-II-2_35",3
"GroverCleveland-II-2_36",3
"GroverCleveland-II-2_37",3
"GroverCleveland-II-2_38",9
"GroverCleveland-II-2_39",9
"GroverCleveland-II-2_40",4
"GroverCleveland-II-2_41",4
"GroverCleveland-II-2_42",8
"GroverCleveland-II-2_43",8
"GroverCleveland-II-2_44",6
"GroverCleveland-II-2_45",6
"GroverCleveland-II-2_46",4
"GroverCleveland-II-2_47",4
"GroverCleveland-II-2_48",4
"GroverCleveland-II-2_49",4
"GroverCleveland-II-2_50",4
"GroverCleveland-II-2_51",4
"GroverCleveland-II-2_52",4
"GroverCleveland-II-2_53",4
"GroverCleveland-II-2_54",6
"GroverCleveland-II-2_55",6
"GroverCleveland-II-2_56",6
"GroverCleveland-II-2_57",6
"GroverCleveland-II-2_58",6
"GroverCleveland-II-2_59",6
"WilliamMcKinley-1_2",6
"WilliamMcKinley-1_3",4
"WilliamMcKinley-1_4",4
"WilliamMcKinley-1_5",4
"WilliamMcKinley-1_6",4
"WilliamMcKinley-1_7",4
"WilliamMcKinley-1_8",4
"WilliamMcKinley-1_9",4
"WilliamMcKinley-1_10",4
"WilliamMcKinley-1_11",4
"WilliamMcKinley-1_12",6
"WilliamMcKinley-1_13",8
"WilliamMcKinley-1_14",8
"WilliamMcKinley-1_15",8
"WilliamMcKinley-1_16",6
"WilliamMcKinley-1_17",1
"WilliamMcKinley-1_18",1
"WilliamMcKinley-1_19",4
"WilliamMcKinley-1_20",4
"WilliamMcKinley-1_21",4
"WilliamMcKinley-1_22",4
"WilliamMcKinley-1_23",4
"WilliamMcKinley-1_24",4
"WilliamMcKinley-1_25",4
"WilliamMcKinley-1_26",4
"WilliamMcKinley-1_27",4
"WilliamMcKinley-1_28",4
"WilliamMcKinley-1_29",4
"WilliamMcKinley-1_30",4
"WilliamMcKinley-1_31",4
"WilliamMcKinley-1_32",4
"WilliamMcKinley-1_33",4
"WilliamMcKinley-1_34",4
"WilliamMcKinley-1_35",4
"WilliamMcKinley-1_36",4
"WilliamMcKinley-1_37",4
"WilliamMcKinley-1_38",4
"WilliamMcKinley-1_39",4
"WilliamMcKinley-1_40",4
"WilliamMcKinley-1_41",4
"WilliamMcKinley-1_42",4
"WilliamMcKinley-1_43",4
"WilliamMcKinley-1_44",4
"WilliamMcKinley-1_45",4
"WilliamMcKinley-1_46",4
"WilliamMcKinley-1_47",4
"WilliamMcKinley-1_48",4
"WilliamMcKinley-1_49",4
"WilliamMcKinley-1_50",4
"WilliamMcKinley-1_51",4
"WilliamMcKinley-1_52",4
"WilliamMcKinley-1_53",4
"WilliamMcKinley-1_54",4
"WilliamMcKinley-1_55",4
"WilliamMcKinley-1_56",4
"WilliamMcKinley-1_57",4
"WilliamMcKinley-1_58",4
"WilliamMcKinley-1_59",4
"WilliamMcKinley-1_60",4
"WilliamMcKinley-1_61",6
"WilliamMcKinley-1_62",4
"WilliamMcKinley-1_63",1
"WilliamMcKinley-1_64",1
"WilliamMcKinley-1_65",1
"WilliamMcKinley-1_66",1
"WilliamMcKinley-1_67",1
"WilliamMcKinley-1_68",10
"WilliamMcKinley-1_69",10
"WilliamMcKinley-1_70",10
"WilliamMcKinley-1_71",3
"WilliamMcKinley-1_72",10
"WilliamMcKinley-1_73",8
"WilliamMcKinley-1_74",6
"WilliamMcKinley-1_75",8
"WilliamMcKinley-1_76",9
"WilliamMcKinley-1_77",8
"WilliamMcKinley-1_78",8
"WilliamMcKinley-1_79",8
"WilliamMcKinley-1_80",4
"WilliamMcKinley-1_81",8
"WilliamMcKinley-1_82",9
"WilliamMcKinley-1_83",9
"WilliamMcKinley-1_84",9
"WilliamMcKinley-1_85",9
"WilliamMcKinley-1_86",8
"WilliamMcKinley-1_87",6
"WilliamMcKinley-1_88",6
"WilliamMcKinley-1_89",6
"WilliamMcKinley-1_90",4
"WilliamMcKinley-1_91",2
"WilliamMcKinley-1_92",2
"WilliamMcKinley-1_93",2
"WilliamMcKinley-1_94",2
"WilliamMcKinley-1_95",2
"WilliamMcKinley-1_96",2
"WilliamMcKinley-1_97",2
"WilliamMcKinley-1_98",2
"WilliamMcKinley-1_99",2
"WilliamMcKinley-1_100",2
"WilliamMcKinley-1_101",2
"WilliamMcKinley-1_102",2
"WilliamMcKinley-1_103",2
"WilliamMcKinley-1_104",8
"WilliamMcKinley-1_105",8
"WilliamMcKinley-1_106",2
"WilliamMcKinley-1_107",2
"WilliamMcKinley-1_108",2
"WilliamMcKinley-1_109",2
"WilliamMcKinley-1_110",1
"WilliamMcKinley-1_111",8
"WilliamMcKinley-1_112",8
"WilliamMcKinley-1_113",8
"WilliamMcKinley-1_114",8
"WilliamMcKinley-1_115",4
"WilliamMcKinley-1_116",1
"WilliamMcKinley-1_117",3
"WilliamMcKinley-1_118",4
"WilliamMcKinley-1_119",4
"WilliamMcKinley-1_120",8
"WilliamMcKinley-1_121",8
"WilliamMcKinley-1_122",8
"WilliamMcKinley-1_123",8
"WilliamMcKinley-1_124",8
"WilliamMcKinley-1_125",8
"WilliamMcKinley-1_126",8
"WilliamMcKinley-1_127",8
"WilliamMcKinley-1_128",8
"WilliamMcKinley-1_129",1
"WilliamMcKinley-1_130",1
"WilliamMcKinley-1_131",1
"WilliamMcKinley-1_132",8
"WilliamMcKinley-1_133",10
"WilliamMcKinley-1_134",9
"WilliamMcKinley-1_135",9
"WilliamMcKinley-1_136",9
"WilliamMcKinley-1_137",6
"WilliamMcKinley-1_138",6
"WilliamMcKinley-1_139",6
"WilliamMcKinley-2_2",4
"WilliamMcKinley-2_3",4
"WilliamMcKinley-2_4",4
"WilliamMcKinley-2_5",4
"WilliamMcKinley-2_6",4
"WilliamMcKinley-2_7",4
"WilliamMcKinley-2_8",4
"WilliamMcKinley-2_9",4
"WilliamMcKinley-2_10",4
"WilliamMcKinley-2_11",8
"WilliamMcKinley-2_12",8
"WilliamMcKinley-2_13",4
"WilliamMcKinley-2_14",4
"WilliamMcKinley-2_15",4
"WilliamMcKinley-2_16",4
"WilliamMcKinley-2_17",4
"WilliamMcKinley-2_18",4
"WilliamMcKinley-2_19",2
"WilliamMcKinley-2_20",4
"WilliamMcKinley-2_21",5
"WilliamMcKinley-2_22",5
"WilliamMcKinley-2_23",1
"WilliamMcKinley-2_24",2
"WilliamMcKinley-2_25",6
"WilliamMcKinley-2_26",6
"WilliamMcKinley-2_27",6
"WilliamMcKinley-2_28",6
"WilliamMcKinley-2_29",6
"WilliamMcKinley-2_30",8
"WilliamMcKinley-2_31",3
"WilliamMcKinley-2_32",8
"WilliamMcKinley-2_33",1
"WilliamMcKinley-2_34",1
"WilliamMcKinley-2_35",2
"WilliamMcKinley-2_36",6
"WilliamMcKinley-2_37",8
"WilliamMcKinley-2_38",8
"WilliamMcKinley-2_39",6
"WilliamMcKinley-2_40",1
"WilliamMcKinley-2_41",6
"WilliamMcKinley-2_42",7
"WilliamMcKinley-2_43",9
"WilliamMcKinley-2_44",6
"WilliamMcKinley-2_45",10
"WilliamMcKinley-2_46",10
"WilliamMcKinley-2_47",10
"WilliamMcKinley-2_48",9
"WilliamMcKinley-2_49",6
"WilliamMcKinley-2_50",6
"WilliamMcKinley-2_51",9
"WilliamMcKinley-2_52",1
"WilliamMcKinley-2_53",7
"WilliamMcKinley-2_54",4
"WilliamMcKinley-2_55",4
"WilliamMcKinley-2_56",4
"WilliamMcKinley-2_57",9
"WilliamMcKinley-2_58",5
"WilliamMcKinley-2_59",10
"WilliamMcKinley-2_60",10
"WilliamMcKinley-2_61",5
"WilliamMcKinley-2_62",9
"WilliamMcKinley-2_63",5
"WilliamMcKinley-2_64",2
"WilliamMcKinley-2_65",3
"WilliamMcKinley-2_66",3
"WilliamMcKinley-2_67",3
"WilliamMcKinley-2_68",5
"WilliamMcKinley-2_69",5
"WilliamMcKinley-2_70",1
"WilliamMcKinley-2_71",2
"WilliamMcKinley-2_72",2
"WilliamMcKinley-2_73",2
"WilliamMcKinley-2_74",2
"WilliamMcKinley-2_75",2
"WilliamMcKinley-2_76",2
"WilliamMcKinley-2_77",2
"WilliamMcKinley-2_78",2
"WilliamMcKinley-2_79",2
"WilliamMcKinley-2_80",2
"WilliamMcKinley-2_81",10
"WilliamMcKinley-2_82",10
"WilliamMcKinley-2_83",2
"WilliamMcKinley-2_84",2
"WilliamMcKinley-2_85",2
"WilliamMcKinley-2_86",2
"WilliamMcKinley-2_87",6
"WilliamMcKinley-2_88",6
"WilliamMcKinley-2_89",2
"WilliamMcKinley-2_90",2
"WilliamMcKinley-2_91",6
"WilliamMcKinley-2_92",2
"WilliamMcKinley-2_93",6
"WilliamMcKinley-2_94",2
"WilliamMcKinley-2_95",2
"WilliamMcKinley-2_96",2
"WilliamMcKinley-2_97",10
"WilliamMcKinley-2_98",10
"WilliamMcKinley-2_99",1
"WilliamMcKinley-2_100",2
"WilliamMcKinley-2_101",7
"WilliamMcKinley-2_102",2
"TheodoreRoosevelt-1_2",10
"TheodoreRoosevelt-1_3",3
"TheodoreRoosevelt-1_4",10
"TheodoreRoosevelt-1_5",10
"TheodoreRoosevelt-1_6",10
"TheodoreRoosevelt-1_7",10
"TheodoreRoosevelt-1_8",10
"TheodoreRoosevelt-1_9",10
"TheodoreRoosevelt-1_10",10
"TheodoreRoosevelt-1_11",6
"TheodoreRoosevelt-1_12",2
"TheodoreRoosevelt-1_13",2
"TheodoreRoosevelt-1_14",9
"TheodoreRoosevelt-1_15",9
"TheodoreRoosevelt-1_16",6
"TheodoreRoosevelt-1_17",10
"TheodoreRoosevelt-1_18",1
"TheodoreRoosevelt-1_19",10
"TheodoreRoosevelt-1_20",5
"TheodoreRoosevelt-1_21",2
"TheodoreRoosevelt-1_22",2
"TheodoreRoosevelt-1_23",10
"TheodoreRoosevelt-1_24",2
"TheodoreRoosevelt-1_25",5
"TheodoreRoosevelt-1_26",4
"TheodoreRoosevelt-1_27",10
"TheodoreRoosevelt-1_28",10
"TheodoreRoosevelt-1_29",1
"TheodoreRoosevelt-1_30",1
"TheodoreRoosevelt-1_31",10
"TheodoreRoosevelt-1_32",10
"TheodoreRoosevelt-1_33",10
"TheodoreRoosevelt-1_34",10
"TheodoreRoosevelt-1_35",6
"TheodoreRoosevelt-1_36",10
"TheodoreRoosevelt-1_37",6
"TheodoreRoosevelt-1_38",7
"WilliamHowardTaft-1_2",6
"WilliamHowardTaft-1_3",6
"WilliamHowardTaft-1_4",8
"WilliamHowardTaft-1_5",8
"WilliamHowardTaft-1_6",8
"WilliamHowardTaft-1_7",8
"WilliamHowardTaft-1_8",8
"WilliamHowardTaft-1_9",8
"WilliamHowardTaft-1_10",8
"WilliamHowardTaft-1_11",8
"WilliamHowardTaft-1_12",8
"WilliamHowardTaft-1_13",8
"WilliamHowardTaft-1_14",4
"WilliamHowardTaft-1_15",4
"WilliamHowardTaft-1_16",8
"WilliamHowardTaft-1_17",8
"WilliamHowardTaft-1_18",4
"WilliamHowardTaft-1_19",4
"WilliamHowardTaft-1_20",4
"WilliamHowardTaft-1_21",4
"WilliamHowardTaft-1_22",4
"WilliamHowardTaft-1_23",8
"WilliamHowardTaft-1_24",8
"WilliamHowardTaft-1_25",8
"WilliamHowardTaft-1_26",8
"WilliamHowardTaft-1_27",4
"WilliamHowardTaft-1_28",4
"WilliamHowardTaft-1_29",4
"WilliamHowardTaft-1_30",4
"WilliamHowardTaft-1_31",4
"WilliamHowardTaft-1_32",4
"WilliamHowardTaft-1_33",4
"WilliamHowardTaft-1_34",4
"WilliamHowardTaft-1_35",4
"WilliamHowardTaft-1_36",4
"WilliamHowardTaft-1_37",4
"WilliamHowardTaft-1_38",4
"WilliamHowardTaft-1_39",4
"WilliamHowardTaft-1_40",4
"WilliamHowardTaft-1_41",2
"WilliamHowardTaft-1_42",2
"WilliamHowardTaft-1_43",2
"WilliamHowardTaft-1_44",2
"WilliamHowardTaft-1_45",2
"WilliamHowardTaft-1_46",2
"WilliamHowardTaft-1_47",2
"WilliamHowardTaft-1_48",1
"WilliamHowardTaft-1_49",2
"WilliamHowardTaft-1_50",2
"WilliamHowardTaft-1_51",2
"WilliamHowardTaft-1_52",2
"WilliamHowardTaft-1_53",2
"WilliamHowardTaft-1_54",2
"WilliamHowardTaft-1_55",2
"WilliamHowardTaft-1_56",2
"WilliamHowardTaft-1_57",2
"WilliamHowardTaft-1_58",2
"WilliamHowardTaft-1_59",2
"WilliamHowardTaft-1_60",2
"WilliamHowardTaft-1_61",2
"WilliamHowardTaft-1_62",2
"WilliamHowardTaft-1_63",9
"WilliamHowardTaft-1_64",2
"WilliamHowardTaft-1_65",9
"WilliamHowardTaft-1_66",3
"WilliamHowardTaft-1_67",3
"WilliamHowardTaft-1_68",3
"WilliamHowardTaft-1_69",3
"WilliamHowardTaft-1_70",2
"WilliamHowardTaft-1_71",4
"WilliamHowardTaft-1_72",4
"WilliamHowardTaft-1_73",4
"WilliamHowardTaft-1_74",4
"WilliamHowardTaft-1_75",4
"WilliamHowardTaft-1_76",4
"WilliamHowardTaft-1_77",4
"WilliamHowardTaft-1_78",4
"WilliamHowardTaft-1_79",4
"WilliamHowardTaft-1_80",4
"WilliamHowardTaft-1_81",4
"WilliamHowardTaft-1_82",4
"WilliamHowardTaft-1_83",4
"WilliamHowardTaft-1_84",4
"WilliamHowardTaft-1_85",4
"WilliamHowardTaft-1_86",2
"WilliamHowardTaft-1_87",2
"WilliamHowardTaft-1_88",2
"WilliamHowardTaft-1_89",2
"WilliamHowardTaft-1_90",2
